,proverb,translation
2107,മീൻകണ്ടം വേണ്ടാത്ത പൂച്ച ഉണ്ടോ,
2108,മീനമാസത്തിലെ ഇടിമീൻകണ്ണെലുംവെട്ടും,
2109,മീനിനെ കാണുംവരെ പൊന്മാൻ സന്യാസി,
2110,മുക്കിപ്പണിതാൽ (ചുമന്നാൽ) നക്കിത്തിന്നാം,
2111,മുഖമയ്യാഞ്ഞാൽ കണ്ണാടി ഉടെക്കരുത്,
2112,മുച്ചെവിടു കേട്ടാൽ മൂലനാശം,
2113,മുട്ട ഉടക്കാൻ കുറുവടി വേണമോ,
2114,മുട്ടമാല വെള്ളമായി പോയപോലെ,
2115,മട്ടികഅടിച്ചു കയറ്റിയതിനു ആണിക്കോ ശിക്ഷ,
2116,"മുട്ടുകയുമില്ല, മുഴയിക്കയുമില്ല",
2117,മുട്ടുണ്ടെങ്കിൽ ഇഷ്ടം പോകും,
2118,മുട്ടുശാന്തിക്ക് ഏൽപ്പിച്ചാൽ കാശിക്കു പോകാം,
2119,മുണ്ടകൻ വെച്ചിട്ടു മൂലയിലൊളിച്ചു,
2120,"മുണ്ടോൻനട്ടുമുങ്ങണം, വിരിപ്പുനട്ടുണങ്ങണം",
2121,മുതല പിടിച്ചാൽ മുതലയെ തഴുകണം,
2122,മുതിരക്ക് മൂന്നുമഴ,
2123,മുതുകിൽ പുണ്ണുള്ളവനെ വേലിനൂരാൻ ഭയമുള്ളൂ,
2124,മുതുക്കൻ ഞെക്കി പണം മുന്നൂറ്,
2125,മുത്തിനല്ലാതെ ചിപ്പിക്കുണ്ടോ വില,
2126,മുത്തിനുകൊണ്ടു ഉപ്പിനുവിറ്റു,
2127,മുത്തിനു മുങ്ങുന്നേരം അളിയൻ പിടിക്കണം കയർ,
2128,മുത്തി വളർത്തിയ കുട്ടിയും മുക്കോകുടിയിലെ നായും ഒരുപോലെ,
2129,"മുന്നാരത്തെ പല്ലുകൊണ്ടിളിക്കയും, അണ്ണിയിലെ പല്ലുകൊണ്ടുമുക്കുകയും",
2130,മുൻവില പൊൻവില,
2131,മുപ്പത്തൊമ്പതു ദിവസം കട്ടുതിന്നാൽ നാൽപതാംദിവസം ഉമ്മരപ്പടി വിളിച്ചു പറയും,
2132,മുമ്പല്ലുകൊണ്ടു ചിരിക്കയും അണപ്പല്ലുകൊണ്ടു ഞറുമ്മുകയും,
2133,മുമ്പിൽ കിടക്കുന്ന മുതലയെ പേടിച്ചു പുറകിൽ കിടക്കുന്ന കടുവായുടെ വായിൽ ചാടിയാലോ,
2134,"മുമ്പിൽപ്പോയിട്ടെൽക്കല്ല്, പിന്നെപ്പാഴിൽ തോൽക്കല്ല്",
2135,മുമ്പെപോകുന്നവൻ വിടുകയ്യനെങ്കിൽ പുറകെപോകുന്നവൻ പൊട്ടക്കണ്ണൻ,
2136,മുമ്പെവന്നതു കൊമ്പൊ ചെവിയോ,
2137,മുയൽ ഇളകുമ്പോൾ നായിക്ക് കാഷ്ട്ടിപ്പാൻ മുട്ടും,
2138,മുരുക്ക് വളർന്നാൽ ഉരുക്കാമോ,
2139,മുറി പൊറുത്താലും കലകിടക്കും,
2140,മുറിപ്പണി ഇട്ടിട്ടുപോയാൽ മുറിപ്പാമ്പ് കടിക്കും,
2141,മുറിപ്പാട്ടുകൊണ്ടങ്ങു ചെന്നാൽ മുഴുവൻ പാട്ടുകേൾക്കാം രണ്ടാട്ടും കേൾക്കാം,
2142,"മുറിവൈദ്യൻ ആളെക്കൊല്ലും, മുറിഹജ്ജി ദീൻകൊല്ലും.",
2143,മുറ്റത്ത്‌ മുല്ലെക്കു മണമില്ല,
2144,മുലകുടി മാറിയാൽ ഒരുകുടി വേണം,
2145,മുലകൊടുത്ത അമ്മയേക്കാൾ വലുതൊ മുത്തം കൊടുത്ത ഭാര്യ,
2146,മുലക്കണ്ണു കടിക്കുമ്പോൾ കവിൾക്കുമിടിക്കേണം,
2147,മുലവീണാൽ മാറുതന്നെ താങ്ങണം,
2148,മുല്ലപ്പുവിന്റെ ഗുണത്താലേ വാഴനാരിനും മോക്ഷം,
2149,മുളനാഴിക്കു മുറിച്ചപന്തിയിൽ,
2150,"മുളയാകമ്പോൾ നഖംകൊണ്ടും നുളളാം, പിന്നെ മഴുവിട്ടു മുറിച്ചാലും നീങ്ങാ",
2151,മുളയി൯ അറിയാം വിള (മുളക്കരുത്തു),
2152,മുളെക്കുമ്പോളറിയാം കുരുപ്പിന്റെ ഉറപ്പ്,
2153,മുള്ളിന്മേൽ ഇലവീണാലും ഇലമേൽ മുളളുവീണാലും നാശം ഇലെക്കു,
2154,മുളളു നട്ടാൽ കാലുസുക്ഷിക്കണം,
2155,മുളളുപിടിക്കിലും മുറുക്കനെ പിടിക്കണം,
2156,മുളളടുക്കാ൯ മുളളുവേണം,
2157,മൂക്കറുത്തെങ്കിലും ശകുനപ്പിഴ കാണിക്കണം,
2158,മൂക്കിൽകൂടെ ഉണ്ടാൽ നിറയുമൊ,
2159,മൂക്കിനെക്കാൾ വലിയ മുക്കുത്തി,
2160,മുക്കിന്മേൽ ഇരുന്നു വായിൽ കാഷ്ടിക്കരുതു,
2161,"മൂക്കില്ലാത്ത നാട്ടിൽ മുറിമൂക്ക൯ മുപ്പ൯ (ചമ്പ൯, രാജാവ്)",
2162,മൂക്കില്ലാ നാട്ടിൽ കസ്തൂരി എന്തിനു,
2163,മൂക്കുതൊടുവാ൯ നാവു നീളംപോരാ,
2164,മൂക്കുമുങ്ങിയാല് മുവാളൊ നാലാളൊ (മൂവാൾക്കായാലെന്തു മുപ്പതിററാൾക്കായാലെന്ത്),
2165,മുക്രാഞ്ചന്റെ തുമ്മൽ പോലേ,
2166,മൂത്തതു നന്നെങ്കിൽ മൂന്നും നന്നു,
2167,മൂത്തെടത്തോളമെ കാതൽ ഉണ്ടാകൂ,
2168,മൂത്തോരെ ചവുട്ടിയാൽ മൂന്നിടം പഴുക്കും എളയോരെ ചവുട്ടിയാൽ ഏഴിടം പഴുക്കും,
2169,മൂത്തോർവാക്കും മുതുനെല്ലിക്കയും മുമ്പിൽ കൈക്കും പിന്നെ മധുരിക്കും,
2170,മൂന്നാമത്തെ പെണ്ണ് മുടിവെച്ചു വാഴും,
2171,മൂന്നാമനു മൂന്നു കഴു,
2172,മൂന്നു പെരറിഞ്ഞതു മൂന്നു ലൊകത്തിലും പ്രസിദ്ധം,
2173,മൂന്നൊന്നായാൽ മുക്കൊലപെരുവഴിതുണ,
2174,മൂരിക്കു മുന്നുപാച്ചിൽ,
2175,മൂരിയോടു ചോദിച്ചിട്ടു വേണമൊ നുകം വെയ്പ്പാൻ,
2176,മൂർഖനെ തിന്നുന്ന നാട്ടിൽ ചെന്നാൽ മൂർഖനെ തിന്നണം,
2177,മൂർഖൻ പാമ്പു കടിച്ചിട്ടു പുല്ലിൽ തേച്ചാൽ പോകുമോ,
2178,മൂലം മറന്നാൽ വിസ്മൃതി,
2179,മൂവർകൂടിയാൽ മുറ്റം അടിക്കാ,
2180,മുളിയവീട്ടിൽ തീക്കുപോകരുത്,
2181,മെത്ത മേൽ കിടന്നാൽ വിദ്യയുണ്ടാകയില്ല,
2182,മെല്ലനെ ഒഴുകും വെള്ളം കല്ലിനെ കഴിയെ ചെല്ലും,
2183,മെല്ലെ തിന്നാൽ മുള്ളും തിന്നാം,
2184,മെഴുത്തലയൻ വെയിലത്തിറങ്ങരുതു,
2185,മേടമാസത്തിൽ പുലയൻ ആനക്കും വില ചോദിക്കും,
2186,മേലൊട്ടുപോയ മഴുവിനു ഒരു കൊച്ചുവള്ളവും തീർന്നു,
2187,മൊട്ടത്തലയും കുടുമ്മിയും കൂടെ കൂട്ടിക്കെട്ടുന്നവൻ,
2188,മൊട്ടെക്കു കൈനീട്ടുന്നവൻ വിട്ടെക്കും കൈനീട്ടണം,
2189,മൊഴിമുട്ടുമ്പോൾ കൊഞ്ഞനം കാട്ടരുത്,
2190,മോങ്ങാൻ (മുഴങ്ങാൻ) നിൽക്കുന്ന നായിന്റെ തലയിൽ തേങ്ങാ പറിച്ചിട്ടാലൊ(വീണാലൊ),
2191,മോർ വിൽക്കുന്ന തായെ ഊരിലെ പാർവത്യമെന്തിനു,
2192,മോറ്റിനു വന്നോർ പശുവില ചോദിക്കരുത്,
2193,മോഹം ന്യായം അറികയില്ല,
2194,മൗനംകൊണ്ടു മദവാനെയും ജയിക്കാം,
2195,മൗനം സർവ്വോത്തമം,
2196,"യഥാരാജ, തഥാപ്രജാ",
2197,യഥാശക്തി മഹാബലം,
2198,യമന്റെ ദൂതന്മാരെപ്പോലെ,
2199,രണ്ടുകൈകൂടി തല്ലിയെങ്കിലെ ഓശകേൾക്കൂ,
2200,രണ്ടു തലയ്ക്കും കത്തിച്ചു നടുപിടിക്കൊല്ലാ,
2201,രണ്ടു പട്ടിക്കു ഒരു എല്ലുകിട്ടിയപോലെ,
2202,രാജകന്യകയായാലും പൂർവ്വജന്മം പുന:പുന:,
