	proverb	translation
1389	నీలి నీళ్లకు పోతే, బావి లోతుకు పోయినది.	When the jade went to the well, the water was too low.Said of a lazy person glad of any excuse to get off work. ​
1390	నీళ్లలో నిమ్మలు బ్రతికినవి, అడివిలో తుమ్మలు బ్రతికినవి.	Lime trees lived in the water, acacia trees lived in the jungle.Very common.
1391	నీళ్లు మూటకట్టినట్టు.	Tying up water in a bundle.He draw: water with a sieve.
1392	నీవు కాకపోతే నీ అబ్బ మరివకడాయెను.	If you won’t do it, your father will.i. e. a better person.
1393	నీవు చచ్చిన రోజూ లేదు, నేను యేడ్చిన రోజూ లేదు.	The day of your death has not come, nor the day of my mourning.Said by a wife who hated her husband.
1394	నీవు చస్తే లోకమెల్లా బోకెలా.	If you were to die, would the whole earth be bones ?
1395	నీవు పెట్టకపోయినా పెట్టేయిల్లు చూపించుమన్నట్టు.	Though you don’t give alms, point out a house where they do.am s's’oaaso a3, is) assesses wmémrgaia.If you pour for one thing, I drink for another.A woman poured out stale rice-water to make a man eat less solid food afterwards. The drink however has the property of increasing the appetite.Diamond cut diamond. ​
1396	నీ సాకు చట్టుబండలు కానూ, నాలుగు బేకులు బేకు అన్నాడట.	ay your Sakus become stones! Give me four Békus.Said by a greedy Telugu man at an entertainment given by a Cansrese gentleman. The servant handed round the dishes a second time with theusual enquiry " Siiku?" (enough P ) Some of the guests would reply"Bélni’ (wanted) and help themselves moderately. The Telugu man not understanding Canarese, cried out " None of your Sdkus, give me some of your Békus."
1397	నుయ్యి తియ్యబోతే, దయ్యము బయలు వెళ్లినది.	When they began to dig a well, a devil came out.Applied to a sudden and heavy misfortune.
1398	నువ్వుకు నూరు రోగాలు.	A hundred diseases to the Sesamum.Nuvuu is the Sesamum Indicum. The Sesamum crops are peculiarly liable to attacks of sap worm, blight, &c.
1399	నువ్వులూ నూనె వకటి, గాండ్లవాడు వేరు.	Oil seed and oil are one, the oil-crusher is another.Joining to oppose a common enemy.
1400	నూటికి నూలిపోగు, కోటికి గోవుతోక.	Instead of a hundred [cloths] a bit of thread; instead of a crore [ of cows] a cow’s tail.
1401	నూతి కప్పకు సముద్రము చేరువా.	Is the sea near to a frog in a well ?Applied to a clumsy fellow. ​
1402	నూనె పోగొట్టుకొన్నవాడూ యేడ్చినాడు, బొండాపకాయల వాడూ పొర్లి పొర్లి యేడ్చినాడు.	The man who lost the oil cried, and the oocoanut man cried bitterly.A bullock laden with pots of oil belonging to one man and unpeeled cocoanuts belonging to another rolled over. The pots broke, but the cocoanuts were none the worse. The ﬁrst man cried quietly, but thesecond was loud in his lamentations.Making a. fuss about nothing.
1403	నూరి భరించ లేనమ్మ తాగేమి భరించును.	Can she drink [medicine] who could not bear to grind it’!
1404	నూరు కల్లలాడి అయినా, వక యిల్లు నిలప వలెను.	You should save another even by telling a hundred lies.
1405	నూరు కాకులలో వక కోవెల యేమి చెయ్యగలదు.	Among a hundred crows, what could a single cuckoo do’!What can one good man do among so many bad men ?
1406	నూరు నోములూ వక రంకుతో సరి.	One act of adultery does away with a hundred meritorious deeds.
1407	నూరుమంది గుడ్డివాండ్లు పోగయి వక పాడు నూతిలో పడ్డట్టు.	Like a hundred blind men falling into a well.An ignorant assemblage. ​
1408	నూరుమంది మొండిచేతులవాండ్లు పోగయి వక గొడ్డు గేదెను పాలు పితక లేక పోయినారు.	A hundred ﬁngerless people together could not milk a barren buffalo.A thing in every way impossible.
1409	నూరు మాటలు వక వ్రాతకు యీడు కావు.	A hundred words are not equal to one writing.
1410	నూలిపోగు అతుకు.	A thread joined in weaving.No strength.
1411	నెత్తి మూటకు సుంకమడిగినట్టు.	Like demanding duty for a bundle carried on the head.
1412	నెమలి కంట నీరు కారితే వేటగానికి ముద్దా.	If the peacock shed tears, will the hunter’s heart be moved’!( See Ne. 38'. )
1413	నెలకు మూడామడ బిళ్ల పెట్టుగా నడిచేవాడు.	He walks thirty miles in a month, as fast as a round plate can be thrown.
1414	నెల తక్కువ అయినా రాజు యింట పుట్టుమన్నట్టు.	Never mind though you be a seven months’ child, be born in a king’s house. ​
